Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,JBG - Fort Totten Square,300 Riggs Rd NE,,Washington,DC,20011,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.958255,-77.002273,2026-03-01,96075,2026-03-01 00:25:52 UTC,,,,2016-01-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,TOWER COMPANIES 1909K STATION 2,1909 K St NWUS-29,P1 GarageP1 Level Parking Garage - PLEASE NOTE ADDITIONAL PARKING FEES APPLY,Washington,DC,20006,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903043,-77.044211,2026-03-01,102534,2026-03-01 01:38:26 UTC,,,,2018-08-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P2 6540,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903985,-77.034961,2026-03-01,104284,2026-03-01 01:27:21 UTC,,,,2018-10-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AMERICAN UNIV WCL STATION 2,4300 Nebraska Ave NW,,Washington,DC,20016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.945542,-77.080461,2026-03-01,105133,2026-03-01 01:37:43 UTC,,,,2018-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Washington Plaza Hotel - Tesla Destination,10 Thomas Cir NW,,Washington,DC,20005,,877-798-3752,E,,Public,,,,,,,18,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.906456,-77.031163,2024-07-01,113646,2025-02-12 00:16:32 UTC,P,,,2017-12-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Morrison-Clark Historic Inn & Restaurant - Tesla Destination,1011 L St NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904368,-77.026727,2024-07-01,113647,2025-02-12 00:16:32 UTC,P,,,2018-08-31,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"The Donovan, a Kimpton Hotel - Tesla Destination",1155 14th St NW,,Washington,DC,20005,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904958,-77.031772,2024-07-01,113650,2025-02-12 00:16:32 UTC,P,,,2015-11-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Park Hyatt Washington - Tesla Destination,1201 24th St NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.90582,-77.051209,2024-07-01,113651,2025-02-12 00:16:32 UTC,P,,,2018-05-14,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimpton Rouge Hotel - Tesla Destination,1315 16th St NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.908258,-77.036037,2024-07-01,113652,2025-02-12 00:16:32 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Mandarin Oriental, Washington DC - Tesla Destination",1330 Maryland Ave SW,,Washington,DC,20024,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.883828,-77.030247,2024-07-01,113653,2025-02-12 00:16:32 UTC,P,,,2015-01-27,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimpton Mason & Rook Hotel - Tesla Destination,1430 Rhode Island Ave,,Washington,DC,20005,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.908429,-77.033132,2024-07-01,113654,2025-02-12 00:16:32 UTC,P,,,2016-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Kimpton George Hotel - Tesla Destination,15 E St NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.896373,-77.010017,2024-07-01,113655,2025-02-12 00:16:32 UTC,P,,,2015-11-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Courtyard Washington Embassy Row - Tesla Destination,1600 Rhode Island Ave NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.906641,-77.036861,2024-07-01,113656,2025-02-12 00:16:32 UTC,P,,,2016-01-25,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimpton Carlyle Hotel - Tesla Destination,1731 New Hampshire Ave NW,,Washington,DC,20009,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.913322,-77.039525,2024-07-01,113657,2025-02-12 00:16:32 UTC,P,,,2015-11-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,One Parking 2000 K - Tesla Destination,2000 K St NW,,Washington,DC,20006,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.902044,-77.045324,2024-07-01,113658,2025-02-12 00:16:32 UTC,P,,,2018-06-12,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Embassy Row Hotel - Tesla Destination,2015 Massachusetts Ave NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.910623,-77.045745,2024-07-01,113659,2025-02-12 00:16:32 UTC,P,,,2015-10-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Atlantic Plumbing Building Parking - Tesla Destination,2112 8th St NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.918283,-77.023174,2024-07-01,113660,2025-02-12 00:16:32 UTC,P,,,2017-01-04,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,State Plaza Hotel - Tesla Destination,2117 E St NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.896855,-77.047493,2024-07-01,113661,2025-02-12 00:16:32 UTC,P,,,2018-10-03,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimpton Hotel Palomar Washington DC - Tesla Destination,2121 P St NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.909852,-77.047399,2024-07-01,113662,2025-02-12 00:16:32 UTC,P,,,2015-12-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Avenue Suites Georgetown - Tesla Destination,2500 Pennsylvania Ave NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903334,-77.053614,2024-07-01,113664,2025-02-12 00:16:32 UTC,P,,,2018-04-30,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Kimpton Glover Park Hotel - Tesla Destination,2505 Wisconsin Ave NW,,Washington,DC,20007,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.92336,-77.072855,2024-07-01,113665,2025-02-12 00:16:32 UTC,P,,,2016-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Watergate Hotel - Tesla Destination,2650 Virginia Ave NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.89936,-77.055761,2024-07-01,113666,2025-02-12 00:16:32 UTC,P,,,2018-01-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Four Seasons Washington D.C. - Tesla Destination,2800 Pennsylvania Ave NW,,Washington,DC,20007,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904437,-77.057389,2024-07-01,113667,2025-02-12 00:16:32 UTC,P,,,2018-02-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hyatt Regency Washington on Capitol Hill - Tesla Destination,400 New Jersey Ave NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.895083,-77.011283,2024-07-01,113668,2025-02-12 00:16:32 UTC,P,,,2016-04-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Liaison Capitol Hill - Tesla Destination,415 New Jersey Ave NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.89547,-77.010995,2024-07-01,113669,2025-02-12 00:16:32 UTC,P,,,2018-04-13,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hilton Garden Inn Washington DC Downtown - Tesla Destination,815 14th St NW,,Washington,DC,20005,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.900701,-77.031649,2024-07-01,113671,2025-02-12 00:16:32 UTC,P,,,2015-12-10,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Embassy Suites by Hilton Convention Center - Tesla Destination,900 10th St NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.901937,-77.026251,2024-07-01,113672,2025-02-12 00:16:32 UTC,P,,,2017-03-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Hampton Inn Washington-Downtown-Convention Center - Tesla Destination,901 6th St NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.901964,-77.019837,2024-07-01,113673,2025-02-12 00:16:32 UTC,P,,,2015-12-07,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Marriott Marquis Washington D.C. - Tesla Destination,901 Massachusetts Ave NW,,Washington,DC,20001,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903543,-77.024973,2024-07-01,113674,2025-02-12 00:16:32 UTC,P,,,2015-12-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The St. Regis Washington D.C. - Tesla Destination,923 16th St NW,,Washington,DC,20006,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.90213,-77.036152,2024-07-01,113675,2025-02-12 00:16:32 UTC,P,,,2015-10-06,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DBA SONNET DBA SONNET,1441 U St NW,,Washington,DC,20009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.917066,-77.034244,2026-03-01,117189,2026-03-01 01:32:03 UTC,,,,2019-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1801 K Street NW,1801 K Street NW,,Washington,DC,20006,,866-816-7584,E,,Public,24 hours daily,,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,38.903675,-77.041954,2026-03-01,123243,2026-03-01 04:50:29 UTC,,,,2019-04-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,901 K Street NW - Tesla Destination,901 K St NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.903059,-77.025601,2024-07-01,137150,2025-02-12 00:16:32 UTC,P,,,2019-04-04,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,1255 23rd St NW - Tesla Destination,1255 23rd St NW,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.906273,-77.049854,2024-07-01,137167,2025-02-12 00:16:32 UTC,P,,,2019-04-05,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Hub - Tesla Destination,1615 L St NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.904273,-77.037481,2024-07-01,137168,2025-02-12 00:16:32 UTC,P,,,2019-04-25,,,,,J1772 TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Foxhall East Inc.,"4200 Massachusetts Ave, NW",,Washington,DC,20016,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9348171,-77.0828442,2026-03-01,148362,2026-03-01 00:06:42 UTC,,,,2017-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$2.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1250 Connecticut,"1250 Connecticut Avenue, NW",,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9068836,-77.0423311,2026-03-01,148385,2026-03-01 00:32:03 UTC,,,,2015-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,531713  The Jefferson Building,1225 19th Street Northwest,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9066664,-77.0430436,2026-03-01,148386,2026-03-01 00:12:29 UTC,,,,2019-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.15/kWh Energy Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Hines - 1200 Nineteenth Street NW,1200 19th Street NW Suite 260,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9060995,-77.0438477,2026-03-01,148387,2026-03-01 00:33:49 UTC,,,,2016-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Holiday Inn Washington DC-Central/White House,1501 Rhode Island Avenue NW,,Washington,DC,20005,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.9079994,-77.0347353,2026-03-01,148389,2026-03-01 00:23:31 UTC,,,,2012-08-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1200 17th Street NW,"1200 17th Street, NW",,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,5,,,Blink Network,https://blinkcharging.com,GPS,38.9057498,-77.0387055,2026-03-01,148393,2026-03-01 00:28:47 UTC,,,,2014-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,1920 L Street,1920 L Street NW,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.903492,-77.044477,2026-03-01,148394,2026-03-01 00:24:56 UTC,,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1900 L Street,1900 L Street NW,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.903492,-77.043903,2026-03-01,148395,2026-03-01 00:24:56 UTC,,,,2013-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1020 19th Street,1020 19th Street NW,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.903147,-77.043825,2026-03-01,148398,2026-03-01 00:24:56 UTC,,,,2016-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Eleven Hundred Connecticut Avenue,1100 Connecticut Avenue Northwest,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9039725,-77.0405507,2026-03-01,148399,2026-03-01 00:16:18 UTC,,,,2019-06-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"531706  1667 K Street, NW",1667 K Street Northwest,,Washington,DC,20006,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9030183,-77.0381339,2026-03-01,148401,2026-03-01 00:12:15 UTC,,,,2018-07-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"531705  1331 F Street, NW",1331 F Street Northwest,,Washington,DC,20004,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.897643,-77.0309368,2026-03-01,148417,2026-03-01 00:12:15 UTC,,,,2016-04-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"10 G Street, NE","10 G St, NE",,Washington,DC,20002,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.8998373,-77.0071072,2026-03-01,148424,2026-03-01 00:27:06 UTC,,,,2015-03-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lexington/Market Sq Parking Garage,401 9th St NW & D St NW,,Washington,DC,20004,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.89475995,-77.02395767,2026-03-01,148426,2026-03-01 00:23:16 UTC,,,,2011-12-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,122 C Street,122 C Street NW,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.893317,-77.013021,2026-03-01,148427,2026-03-01 00:24:56 UTC,,,,2012-01-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
